 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;ACCESIBILIDAD-INSTALACION;CLASE-VIAL-INSTALACION;NOMBRE-VIA-INSTALACION;NUM-INSTALACION;DISTRITO-INSTALACION;BARRIO-INSTALACION;CODIGO-POSTAL-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TIPO;AUDIENCIA;
11457499;"1ª Edición Festival Internacional de Luz de Madrid";"";"1";"1";"L,M,X,J,V,S,D";"";"2021-10-29 00:00:00.0";"2021-10-31 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7285edf0f70ab710VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ActividadesCalleArteUrbano";"";
11461367;"35º Certamen coreográfico de Madrid";"Entrada general: 15 euros";"0";"1";"L,M,X,J,V,S,D";"";"2021-12-08 00:00:00.0";"2021-12-12 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa6be1e2c15cb710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro de Cultura Contemporánea Conde Duque";"1";"CALLE";"CONDE DUQUE";"11";"CENTRO";"UNIVERSIDAD";"28015";"439759";"4475508";"40.42802889001877";"-3.710182353581842";"/contenido/actividades/DanzaBaile";"";
11488627;"3. Concierto Clásico";"";"0";"0";"";"";"2021-11-13 00:00:00.0";"2021-11-13 23:59:00.0";"18:00";"Atlántida Chamber Orchestra    (Lis String Sextet)    Dirige: Manuel Tévar.  Programa:   W. A. MOZART  Pequeña serenata nocturna:1. Allegro2. Andante3. Minueto4. Rondo Allegro  AMY BEACH  Quinteto op 80 Tema y variaciones.  Flauta y cuarteto de cuerda  W. A. MOZART  Quinteto para clarinete y cuarteto de cuerda: 1. Allegro2. Andante3. Minueto4. Rondo Allegro";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=526dc0dfb545c710VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9d8c1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Zazuar (Villa de Vallecas)";"1";"CALLE";"ZAZUAR";"4";"VILLA DE VALLECAS";"SANTA EUGENIA";"28031";"448550";"4470424";"40.38281899948726";"-3.606140062044455";"/contenido/actividades/Musica";"";
11488635;"4. Concierto Romántico";"";"0";"0";"";"";"2021-11-27 00:00:00.0";"2021-11-27 23:59:00.0";"18:00";"Atlántida Chamber Orchestra    Dirige: Manuel Tévar.  Programa:   GRIEG  (Peer Gynt op. 46.)  BIZET  (Suite Carmen)  MASSENET  (Meditación de Thais)  BRITTEN  (Sentimental Sarabanda)  TCHAIKOVSKY  (Valse serenata cuerdas op. 48.)  MASCAGNI  (Cavalleria Rusticana)  WILLIAMS  (La lista de Schindler)  SIBELIUS  (Vals triste)  PIAZZOLLA  (Oblivion)";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9adc0dfb545c710VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9d8c1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Zazuar (Villa de Vallecas)";"1";"CALLE";"ZAZUAR";"4";"VILLA DE VALLECAS";"SANTA EUGENIA";"28031";"448550";"4470424";"40.38281899948726";"-3.606140062044455";"/contenido/actividades/Musica";"";
11480760;"5 Pintores por Amor al Arte. Pintura.";"";"1";"1";"L,M,X,J,V";"12/10/2021;";"2021-09-30 00:00:00.0";"2021-10-30 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dbeb65b38f03c710VgnVCM1000001d4a900aRCRD";"Programa de actividades en el Centro Cultural Sara Montiel (Latina)";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fd49b87374893510VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c957cbf06c81c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Sara Montiel (Latina)";"1";"CARRETERA";"BOADILLA DEL MONTE";"40";"LATINA";"CAMPAMENTO";"28024";"434222";"4472418";"40.399764677637116";"-3.775144917950534";"/contenido/actividades/Exposiciones";"";
11469737;"50 años de la Mujer en la Policía Municipal";"";"1";"1";"L,M,X,J,V,S,D";"";"2021-10-01 00:00:00.0";"2021-10-29 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ca8186685930c710VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cce43d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Antonio Machado (San Blas - Canillejas)";"1";"CALLE";"SAN ROMÁN DEL VALLE";"8";"SAN BLAS-CANILLEJAS";"ARCOS";"28037";"447255";"4474591";"40.42027705095574";"-3.621741078700336";"/contenido/actividades/Exposiciones";"";
11481205;"5º Certamen de Cortos Labanda";"";"1";"0";"";"";"2021-10-23 00:00:00.0";"2021-10-23 23:59:00.0";"18:00";"'V Certamen de Cortos Labanda', final y entrega de premio del jurado y premio del público.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=777157f91713c710VgnVCM2000001f4a900aRCRD";"Programa de actividades en el Centro Cultural Fernando de los Ríos (Latina)";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=36e6d0843f893510VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3d973d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Fernando de los Ríos (Latina)";"1";"CALLE";"CAMARENA";"10";"LATINA";"ALUCHE";"28047";"435819";"4471933";"40.39552931214334";"-3.7562667464373223";"/contenido/actividades/CineActividadesAudiovisuales";"";
11491544;"A Compás";"";"1";"0";"";"";"2021-11-20 00:00:00.0";"2021-11-20 23:59:00.0";"19:00";"MONCLOA A RITMO DE FLAMENCO   MARÍA MEZCLE   'A Compás'   Ficha Artística:  Cante: María Mezcle Guitarra: Joni Jiménez Palmas: Ali de La Tota y Manuel Salado María es una artista necesaria para el Flamenco. Es cantaora, autora, compositora y productora musical. Con su concepto artístico personal, está destinada a ser una de las voces principales del panorama de nuestro país. Tras años de trayectoria, trabajando junto a maestros como Gerardo Núñez, Manolo Sanlúcar y Farruquito, entre otros, ha adquirido una experiencia y conocimiento, que la han llevado a desarrollar un proyecto muy personal, en donde el amor, el desamor, la desilusión y la esperanza, son la fuente de su inspiración. 'A Compás', es un recital de cante clásico y fresco. Una puesta en escena tradicional, acompañada de la guitarra flamenca en una propuesta de cante muy variado, mostrándonos una amalgama de cantes desde los más jondos, como el martinete y la siguiriya, hasta los más rítmicos y airosos como las cantiñas. María es una cantaora larga que conoce los cantes y estilos más antiguos y olvidados y siempre nos sorprende con alguno de ellos como la farruca, la serrana y muchos más.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8cd7840cf3a5c710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=982a1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Moncloa (Moncloa - Aravaca)";"2";"PLAZA";"MONCLOA";"1";"MONCLOA-ARAVACA";"ARGUELLES";"28008";"439028";"4476311";"40.435209393826675";"-3.7188765163188293";"/contenido/actividades/Musica/Flamenco";"";
11491555;"A Kali Canto";"";"1";"0";"";"";"2021-11-27 00:00:00.0";"2021-11-27 23:59:00.0";"19:00";"CLAUSURA MONCLOA A RITMO DE JAZZ   TINO DI GERALDO presenta    A KALI CANTO con Melón Jiménez y Lara Wong         Formación:  Percusión: Tino Di Geraldo Guitarra: Melón Jiménez Flautas y vientos: Lara Wong El confinamiento hizo que el maestro percusionista Tino Di Geraldo, desempolvara su instrumento favorito, la tabla india, y dedicara prácticamente la totalidad de su tiempo a profundizar en su estudio. De ahí surge la idea de montar un trío con Melón Jiménez, guitarrista familiarizado con su sonido por haber estado girado internacionalmente con ANOUSKA SHANKAR, y que es capaz de evocar el sitar con la guitarra flamenca. En un principio de manera virtual adaptan varios de los temas más importantes e influyentes en la memoria musical de Di Geraldo (Weather Report, John Mclaughlin, Gwana Fusion...) así como elaboran temas propios. El tercer miembro, Lara Wong con sus instrumentos de viento. Ella, de orígenes asiáticos pero nacida en Canadá, era la otra 'inquilina del mundo' que se une y completa la formación. De la que podemos destacar que, en la edición de este año del Festival Cante de las Minas, en su 60ª edición ha sido la primera artista extranjera en pisar las tablas de La Unión como semifinalista aspirante al premio Filón, en la categoría de instrumentista. Definir o encasillar esta propuesta no es fácil ¿Flamenco? ¿Jazz? ¿World music? Música, al fin y al cabo.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cb49f23657a5c710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=982a1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Moncloa (Moncloa - Aravaca)";"2";"PLAZA";"MONCLOA";"1";"MONCLOA-ARAVACA";"ARGUELLES";"28008";"439028";"4476311";"40.435209393826675";"-3.7188765163188293";"/contenido/actividades/Musica/Flamenco";"";
11470300;"A todos nos gusta el plátano";"";"0";"0";"";"";"2021-10-26 00:00:00.0";"2021-10-26 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c86137a33080c710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2dbd1fe44c5ee310VgnVCM2000000c205a0aRCRD";"Cineteca Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471394";"40.391053041229135";"-3.6958079719260075";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11470302;"A todos nos gusta el plátano";"";"0";"0";"";"";"2021-11-02 00:00:00.0";"2021-11-02 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bb7137a33080c710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2dbd1fe44c5ee310VgnVCM2000000c205a0aRCRD";"Cineteca Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471394";"40.391053041229135";"-3.6958079719260075";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11483994;"Abominable";"";"1";"0";"";"";"2021-10-22 00:00:00.0";"2021-10-22 23:59:00.0";"18:00";"Todos los viernes la biblioteca ofrece sesiones de cine. Películas clásicas y más actuales para el disfrute de toda la familia. Para asistir, deberás recoger una invitación que se pondrá a disposición en el mostrador principal de la biblioteca una semana antes de la proyección. Podrás recoger cuatro invitación cómo másximo. Se respetaran todas las medidas Covid (mascarilla obligatoria, uso de gel hidroalcohólico, distancia de seguridad).";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4fc0cb1f1a63c710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=338879262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal José Hierro (San Blas-Canillejas)";"1,6";"CALLE";"MARIA SEVILLA DIAGO";"15";"SAN BLAS-CANILLEJAS";"ROSAS";"28022";"448214";"4476029";"40.433291625973624";"-3.6105662311927453";"/contenido/actividades/CineActividadesAudiovisuales";"/usuario/Niños,/usuario/Familias";
11485349;"Abrazoa de tango";"";"1";"0";"";"";"2021-10-30 00:00:00.0";"2021-10-30 23:59:00.0";"18:00";"Lugar: Explanada del Ensanche   Compañía: Grupo Clavis.  El Tango Argentino hoy vuela por Madrid en toda su naturaleza con los bailarines y actores argentinos Silvina Mañanes y Rodrigo Mendiola da Rocha, en la intimidad de un concierto coloquial y visual, que recorre tangos e historias emblemáticas e invita a disfrutar de lo más auténtico de Buenos Aires.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=27e4a6c01ab3c710VgnVCM2000001f4a900aRCRD";"Calle Abierta. Villa de Vallecas. Octubre-Noviembre 2021";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2c11fd3655b3c710VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d8c31bbad23cf310VgnVCM1000000b205a0aRCRD";"Auditorio Municipal Las Trece Rosas";"1";"CALLE";"MONTE DE MONTJUICH";"7";"VILLA DE VALLECAS";"CASCO H.VALLECAS";"28031";"447581";"4470145";"40.38024517813902";"-3.617532420014534";"/contenido/actividades/Musica";"";
11296402;"Acompañamiento socio-jurídico a mujeres sin hogar desde una perspectiva feminista";"";"1";"0";"";"";"2021-10-25 00:00:00.0";"2021-10-25 23:59:00.0";"17:30";". (*)Invisibilidad, vulnerabilidad y múltiple discriminación, son aspectos que suelen acompañar a las mujeres en situación de exclusión residencial.Con este taller, reivindicamos la necesidad de visibilizar la realidad de las mujeres sin hogar desde un conocimiento y acompañamiento óptimo de su situación y derechos, y desde una perspectiva feminista en los ámbitos social y jurídico.Lunes 25 de octubre de 17:30 a 19 h. Actividad presencial. Dirigida a toda la ciudadanía. Inscripción previa.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2d067ded01fa6710VgnVCM2000001f4a900aRCRD";"Un espacio jurídico propio";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8e08c01345fa6710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=048525eae8975710VgnVCM2000001f4a900aRCRD";"Espacio de Igualdad Emilia Pardo Bazán. Ciudad Lineal";"1";"AVENIDA";"BADAJOZ";"60";"CIUDAD LINEAL";"SAN PASCUAL";"28027";"444580";"4477056";"40.442311100791215";"-3.6534806246311913";"/contenido/actividades/EnLinea";"/usuario/Mujeres";
11500222;"Acoso sexual y por razón de sexo. Herramientas conceptuales para prevenir e intervenir";"";"1";"0";"";"";"2021-10-27 00:00:00.0";"2021-10-27 23:59:00.0";"10:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=64c4ddddbcc9c710VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/EnLinea";"/usuario/EmpresariosYComerciantes";
11216378;"Activadas para el empleo";"";"1";"1";"M";"6/1/2021;";"2021-10-05 00:00:00.0";"2021-10-26 23:59:00.0";"11:00";"Ven los MARTES a nuestro grupo de empleo y emprendimiento 'Activadas' ¿Estás en búsqueda de empleo? ¿Quieres cambiar de trabajo, formarte o reciclarte? ¿Quieres emprender y no sabes por dónde empezar? Descubre que no estás sola y apúntate a nuestros talleres de este mes:   Taller 'Las claves del CV' MARTES 5 y 12 de octubre  Taller 'Preparación de la entrevista' MARTES 19 y 26 de octubre  Martes de 11 a 12:30 h. Imprescindible inscripción previa";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=93d1b6e17ad44710VgnVCM1000001d4a900aRCRD";"Desarrollo profesional";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=da4db6e17ad44710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a3ab855a64315610VgnVCM2000001f4a900aRCRD";"Espacio de Igualdad Carme Chacón. Hortaleza";"1";"CALLE";"MATAPOZUELOS";"2";"HORTALEZA";"CANILLAS";"28043";"444876";"4479190";"40.46155641637237";"-3.6501714580414126";"/contenido/actividades/CursosTalleres";"/usuario/Mujeres";
11486910;"Actividades del día contra la violencia de género";"";"1";"0";"";"";"2021-11-25 00:00:00.0";"2021-11-25 23:59:00.0";"18:00";"Lugar: Paseo Federico García Lorca";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=17d26be4bca4c710VgnVCM2000001f4a900aRCRD";"Calle Abierta. Villa de Vallecas. Octubre-Noviembre 2021";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2c11fd3655b3c710VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
11474773;"Actividades. Centro Sociocultural Alfonso XII (Fuencarral - El Pardo). Octubre 2021";"";"1";"0";"";"";"2021-10-29 00:00:00.0";"2021-10-29 23:59:00.0";"18:30";"Teatro. Adaptación de 'No te vistas para cenar', de Marc Camoletti. A cargo de la Compañía de Teatro Ícaro. Dirección: José Manuel Díaz del Pulgar Un fin de semana felizmente planeado. El marido la esposa, el amigo común, la amante? y una cocinera muy dispuesta con un bruto por novio. ¡Ahora solo falta saber quién dormirá con quién esta noche! La compañía de teatro ÍCARO, comenzó su andadura en el año 1981, con la obra de teatro Enemigos, de J.J. Martínez. Desde entonces, han estrenado montajes de todos los estilos, con los cuales han recorrido pueblos y ciudades de toda España y participado en numerosos certámenes, donde han obtenido premios a todos los niveles: dirección, interpretación, grupo, montaje, etc.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e11eadd69a61c710VgnVCM1000001d4a900aRCRD";"Actividades. Centro Sociocultural Alfonso XII (Fuencarral - El Pardo). Mayo 2021";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4c4bf1731221610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7d168540e41c010VgnVCM2000000c205a0aRCRD";"Centro Sociocultural Alfonso XII (Fuencarral - El Pardo)";"1";"CALLE";"MIRA EL RIO";"4";"FUENCARRAL-EL PARDO";"EL PARDO";"28048";"434105";"4485730";"40.519673311658686";"-3.7779055687726535";"/contenido/actividades/TeatroPerformance";"";
11475288;"Affanistán en la encrucijada";"";"1";"0";"";"";"2021-10-28 00:00:00.0";"2021-10-28 23:59:00.0";"19:00";"Raúl Ramírez Ruíz. Profesor titular de Historia Contemporánea de la Universidad Rey Juan Carlos.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a2d16aa9f471c710VgnVCM1000001d4a900aRCRD";"Actividades culturales en el Distrito Villa de Vallecas";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=311c3e31f769b710VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9e73d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Francisco Fatou (Villa de Vallecas)";"1";"CALLE";"MANUEL VELEZ";"10";"VILLA DE VALLECAS";"CASCO H.VALLECAS";"28031";"447107";"4470075";"40.379584618162156";"-3.623110349262379";"/contenido/actividades/ConferenciasColoquios";"";
11413051;"Africa moment";"20 euros";"0";"1";"X,J,V,S,D";"";"2021-11-24 00:00:00.0";"2021-11-28 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=13972ac9c55f9710VgnVCM1000001d4a900aRCRD";"Africa moment";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=28972ac9c55f9710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4582ee06ea5ee310VgnVCM2000000c205a0aRCRD";"Naves Español en Matadero";"1";"PASEO";"CHOPERA";"14";"ARGANZUELA";"CHOPERA";"28045";"440825";"4471546";"40.39241374953321";"-3.697247685884226";"/contenido/actividades/DanzaBaile";"";
11461216;"Agrupación Señor Serrano. 'OLYMPUS KIDS'";"18 euros";"0";"1";"X,J,V,S,D";"";"2021-12-15 00:00:00.0";"2021-12-19 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a63b067ee4cb710VgnVCM1000001d4a900aRCRD";"Agrupación Señor Serrano. 'OLYMPUS KIDS'";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5f63b067ee4cb710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro de Cultura Contemporánea Conde Duque";"1";"CALLE";"CONDE DUQUE";"11";"CENTRO";"UNIVERSIDAD";"28015";"439759";"4475508";"40.42802889001877";"-3.710182353581842";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11488574;"Al aire libre";"Acceso libre hasta completar aforo";"0";"0";"";"";"2021-10-21 00:00:00.0";"2021-10-21 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9e25197c0715c710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD";"Matadero Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471394";"40.391054868587204";"-3.6958072892892155";"";"";
11484182;"Al aire libre con Yayo Herrero";"";"0";"0";"";"";"2021-10-21 00:00:00.0";"2021-10-21 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=38504db9f7a3c710VgnVCM1000001d4a900aRCRD";"Al aire libre con Yayo Herrero";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cc504db9f7a3c710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=79f59dacff4d7110VgnVCM1000000b205a0aRCRD";"Medialab en Matadero. Matadero Madrid";"1";"PASEO";"CHOPERA";"14";"ARGANZUELA";"CHOPERA";"28045";"440828";"4471551";"40.39245798191536";"-3.6972067902718897";"/contenido/actividades/ConferenciasColoquios";"";
11434523;"Al compás de Dobemol";"140 ? el trimestre. Solo se devolverá el importe de la matrícula en caso de que la organización cancele la actividad.";"0";"1";"L,M,X,J,V,S,D";"";"2021-09-21 00:00:00.0";"2021-12-22 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6f331fd9fc99a710VgnVCM1000001d4a900aRCRD";"Al compás de Dobemol";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b3431fd9fc99a710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD";"Matadero Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471394";"40.391054868587204";"-3.6958072892892155";"";"";
